sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.7,0.6,,1.296847264,1.30002,0.0032,0.2441,,,1.296847264,1.30002,0.0032,0.2441,,,,1.296847264,1.30002,3.17E-03,2.44E-01,,
0.7,0.7,,1.535491149,1.40002,0.1355,9.6764,,,1.535491149,1.40002,0.1355,9.6764,,,,1.535491149,1.40002,1.35E-01,9.68E+00,,
0.7,0.8,,1.481703023,1.50002,0.0183,1.2211,,,1.481703023,1.50002,0.0183,1.2211,,,,1.481703023,1.50002,1.83E-02,1.22E+00,,
0.7,0.9,,1.637272835,1.60002,0.0373,2.3283,,,1.637272835,1.60002,0.0373,2.3283,,,,1.637272835,1.60002,3.73E-02,2.33E+00,,
0.7,1,,1.724380652,1.70002,0.0244,1.433,,,1.724380652,1.70002,0.0244,1.433,,,,1.724380652,1.70002,2.44E-02,1.43E+00,,
0.8,0,,1.668589513,0.80002,0.8686,108.5685,,,1.616964738,0.80002,0.8169,102.1155,,,,1.609603763,0.80002,8.10E-01,1.01E+02,,
0.8,0.1,,0.95935305,0.90002,0.0593,6.5924,,,0.960486134,0.90002,0.0605,6.7183,,,,0.960659683,0.90002,6.06E-02,6.74E+00,,
0.8,0.2,,1.025958161,1.00002,0.0259,2.5938,,,1.025976837,1.00002,0.026,2.5956,,,,1.025983493,1.00002,2.60E-02,2.60E+00,,
0.8,0.3,,1.14911586,1.10002,0.0491,4.4632,,,1.149030924,1.10002,0.049,4.4555,,,,1.149016917,1.10002,4.90E-02,4.45E+00,,
0.8,0.4,,1.249617537,1.20002,0.0496,4.1331,,,1.249585748,1.20002,0.0496,4.1304,,,,1.24957939,1.20002,4.96E-02,4.13E+00,,
0.8,0.5,,1.463815471,1.30002,0.1638,12.5995,,,1.46378239,1.30002,0.1638,12.5969,,,,1.463777324,1.30002,1.64E-01,1.26E+01,,
0.8,0.6,,1.390052537,1.40002,0.01,0.712,,,1.39009585,1.40002,0.0099,0.7089,,,,1.390103102,1.40002,9.92E-03,7.08E-01,,
0.8,0.7,,1.608204941,1.50002,0.1082,7.2122,,,1.608174642,1.50002,0.1082,7.2102,,,,1.608169476,1.50002,1.08E-01,7.21E+00,,
0.8,0.8,,1.750273705,1.60002,0.1503,9.3907,,,1.750273705,1.60002,0.1503,9.3907,,,,1.750273705,1.60002,1.50E-01,9.39E+00,,
0.8,0.9,,1.665349007,1.70002,0.0347,2.0394,,,1.665349007,1.70002,0.0347,2.0394,,,,1.665349007,1.70002,3.47E-02,2.04E+00,,
0.8,1,,2.208835681,1.80002,0.4088,22.7117,,,2.208835681,1.80002,0.4088,22.7117,,,,2.208835681,1.80002,4.09E-01,2.27E+01,,
0.9,0,,0.648332139,0.90002,0.2517,27.9647,,,0.915542642,0.90002,0.0155,1.7247,,,,0.970547994,0.90002,7.05E-02,7.84E+00,,
0.9,0.1,,1.074461341,1.00002,0.0744,7.444,,,1.073163748,1.00002,0.0731,7.3142,,,,1.072979967,1.00002,7.30E-02,7.30E+00,,
0.9,0.2,,1.168012122,1.10002,0.068,6.181,,,1.167075038,1.10002,0.0671,6.0958,,,,1.166924338,1.10002,6.69E-02,6.08E+00,,
0.9,0.3,,1.309718192,1.20002,0.1097,9.1414,,,1.309362451,1.20002,0.1093,9.1117,,,,1.309308807,1.20002,1.09E-01,9.11E+00,,
0.9,0.4,,1.418059965,1.30002,0.118,9.0799,,,1.4185371,1.30002,0.1185,9.1166,,,,1.418617666,1.30002,1.19E-01,9.12E+00,,
0.9,0.5,,1.471742888,1.40002,0.0717,5.123,,,1.471788784,1.40002,0.0718,5.1263,,,,1.471795539,1.40002,7.18E-02,5.13E+00,,
0.9,0.6,,1.719381412,1.50002,0.2194,14.6239,,,1.719302932,1.50002,0.2193,14.6187,,,,1.719289621,1.50002,2.19E-01,1.46E+01,,
0.9,0.7,,1.741462946,1.60002,0.1414,8.8401,,,1.741488377,1.60002,0.1415,8.8417,,,,1.741492748,1.60002,1.41E-01,8.84E+00,,
0.9,0.8,,1.637726227,1.70002,0.0623,3.6643,,,1.637726227,1.70002,0.0623,3.6643,,,,1.637726227,1.70002,6.23E-02,3.66E+00,,
0.9,0.9,,1.97466294,1.80002,0.1746,9.7023,,,1.97466294,1.80002,0.1746,9.7023,,,,1.97466294,1.80002,1.75E-01,9.70E+00,,
0.9,1,,1.964730422,1.90002,0.0647,3.4058,,,1.964730422,1.90002,0.0647,3.4058,,,,1.964730422,1.90002,6.47E-02,3.41E+00,,
1,0,,1.420146426,1.00002,0.4201,42.0118,,,1.357510587,1.00002,0.3575,35.7483,,,,1.345675588,1.00002,3.46E-01,3.46E+01,,
1,0.1,,1.169084907,1.10002,0.0691,6.2785,,,1.165278057,1.10002,0.0653,5.9324,,,,1.164728999,1.10002,6.47E-02,5.88E+00,,
1,0.2,,1.181552509,1.20002,0.0185,1.5389,,,1.181628803,1.20002,0.0184,1.5326,,,,1.1816444,1.20002,1.84E-02,1.53E+00,,
1,0.3,,1.365330418,1.30002,0.0653,5.0238,,,1.3654386,1.30002,0.0654,5.0321,,,,1.365457873,1.30002,6.54E-02,5.03E+00,,
1,0.4,,1.349999408,1.40002,0.05,3.5728,,,1.349813541,1.40002,0.0502,3.5861,,,,1.349784235,1.40002,5.02E-02,3.59E+00,,
1,0.5,,1.543208659,1.50002,0.0432,2.8792,,,1.543074846,1.50002,0.0431,2.8703,,,,1.543053091,1.50002,4.30E-02,2.87E+00,,
1,0.6,,1.918711066,1.60002,0.3187,19.9179,,,1.918686827,1.60002,0.3187,19.9164,,,,1.918682257,1.60002,3.19E-01,1.99E+01,,
1,0.7,,1.677947044,1.70002,0.0221,1.2984,,,1.67824924,1.70002,0.0218,1.2806,,,,1.678301891,1.70002,2.17E-02,1.28E+00,,
1,0.8,,1.660798589,1.80002,0.1392,7.7344,,,1.660839816,1.80002,0.1392,7.7321,,,,1.660847267,1.80002,1.39E-01,7.73E+00,,
1,0.9,,1.707389752,1.90002,0.1926,10.1383,,,1.707389752,1.90002,0.1926,10.1383,,,,1.707389752,1.90002,1.93E-01,1.01E+01,,
1,1,,1.832617521,2.00002,0.1674,8.37,,,1.832617521,2.00002,0.1674,8.37,,,,1.832617521,2.00002,1.67E-01,8.37E+00,,
0,0,,0.030091306,2.00E-05,0.0301,150356.5279,,,0.030113744,2.00E-05,0.0301,150468.7212,,,,0.030120378,2.00E-05,3.01E-02,1.51E+05,,
0,0.1,,0.124200458,0.10002,0.0242,24.1756,,,0.124210417,0.10002,0.0242,24.1856,,,,0.12420894,0.10002,2.42E-02,2.42E+01,,
0,0.2,,0.219732821,0.20002,0.0197,9.8554,,,0.219734237,0.20002,0.0197,9.8561,,,,0.219734386,0.20002,1.97E-02,9.86E+00,,
0,0.3,,0.312932879,0.30002,0.0129,4.304,,,0.312933028,0.30002,0.0129,4.3041,,,,0.312933028,0.30002,1.29E-02,4.30E+00,,
0,0.4,,0.418129067,0.40002,0.0181,4.527,,,0.418129067,0.40002,0.0181,4.527,,,,0.418129067,0.40002,1.81E-02,4.53E+00,,
0,0.5,,0.519057165,0.50002,0.019,3.8073,,,0.519057165,0.50002,0.019,3.8073,,,,0.519057165,0.50002,1.90E-02,3.81E+00,,
0,0.6,,0.622252772,0.60002,0.0222,3.7053,,,0.622252772,0.60002,0.0222,3.7053,,,,0.622252772,0.60002,2.22E-02,3.71E+00,,
0,0.7,,0.706993341,0.70002,0.007,0.9962,,,0.706993341,0.70002,0.007,0.9962,,,,0.706993341,0.70002,6.97E-03,9.96E-01,,
0,0.8,,0.813273241,0.80002,0.0133,1.6566,,,0.813273241,0.80002,0.0133,1.6566,,,,0.813273241,0.80002,1.33E-02,1.66E+00,,
0,0.9,,0.91673394,0.90002,0.0167,1.8571,,,0.91673394,0.90002,0.0167,1.8571,,,,0.91673394,0.90002,1.67E-02,1.86E+00,,
0,1,,1.009271344,1.00002,0.0093,0.9251,,,1.009271344,1.00002,0.0093,0.9251,,,,1.009271344,1.00002,9.25E-03,9.25E-01,,
0.1,0,,0.171860432,0.10002,0.0718,71.8261,,,0.172988748,0.10002,0.073,72.9542,,,,0.173204727,0.10002,7.32E-02,7.32E+01,,
0.1,0.1,,0.222691298,0.20002,0.0227,11.3345,,,0.222692142,0.20002,0.0227,11.3349,,,,0.222688864,0.20002,2.27E-02,1.13E+01,,
0.1,0.2,,0.325681865,0.30002,0.0257,8.5534,,,0.325671211,0.30002,0.0257,8.5498,,,,0.325668255,0.30002,2.56E-02,8.55E+00,,
0.1,0.3,,0.426588307,0.40002,0.0266,6.6417,,,0.426573108,0.40002,0.0266,6.6379,,,,0.426571866,0.40002,2.66E-02,6.64E+00,,
0.1,0.4,,0.51805978,0.50002,0.018,3.6078,,,0.518058538,0.50002,0.018,3.6076,,,,0.518059234,0.50002,1.80E-02,3.61E+00,,
0.1,0.5,,0.62199076,0.60002,0.022,3.6617,,,0.622000645,0.60002,0.022,3.6633,,,,0.622002383,0.60002,2.20E-02,3.66E+00,,
0.1,0.6,,0.724794517,0.70002,0.0248,3.5391,,,0.724794418,0.70002,0.0248,3.5391,,,,0.724794418,0.70002,2.48E-02,3.54E+00,,
0.1,0.7,,0.80935806,0.80002,0.0093,1.1672,,,0.809357961,0.80002,0.0093,1.1672,,,,0.80935806,0.80002,9.34E-03,1.17E+00,,
0.1,0.8,,0.916051567,0.90002,0.016,1.7812,,,0.916051567,0.90002,0.016,1.7812,,,,0.916051567,0.90002,1.60E-02,1.78E+00,,
0.1,0.9,,1.021040976,1.00002,0.021,2.1021,,,1.021040976,1.00002,0.021,2.1021,,,,1.021040976,1.00002,2.10E-02,2.10E+00,,
0.1,1,,1.120692591,1.10002,0.0207,1.8793,,,1.120692591,1.10002,0.0207,1.8793,,,,1.120692591,1.10002,2.07E-02,1.88E+00,,
0.2,0,,0.313393225,0.20002,0.1134,56.6809,,,0.294934511,0.20002,0.0949,47.4525,,,,0.291617215,0.20002,9.16E-02,4.58E+01,,
0.2,0.1,,0.342642094,0.30002,0.0426,14.2064,,,0.342730756,0.30002,0.0427,14.236,,,,0.342743198,0.30002,4.27E-02,1.42E+01,,
0.2,0.2,,0.438695997,0.40002,0.0387,9.6685,,,0.438752224,0.40002,0.0387,9.6826,,,,0.438764095,0.40002,3.87E-02,9.69E+00,,
0.2,0.3,,0.53105399,0.50002,0.031,6.2065,,,0.531074852,0.50002,0.0311,6.2107,,,,0.531077733,0.50002,3.11E-02,6.21E+00,,
0.2,0.4,,0.627698402,0.60002,0.0277,4.6129,,,0.627707442,0.60002,0.0277,4.6144,,,,0.627708783,0.60002,2.77E-02,4.61E+00,,
0.2,0.5,,0.723274251,0.70002,0.0233,3.3219,,,0.723288258,0.70002,0.0233,3.3239,,,,0.723290493,0.70002,2.33E-02,3.32E+00,,
0.2,0.6,,0.831101686,0.80002,0.0311,3.8851,,,0.831101835,0.80002,0.0311,3.8851,,,,0.831101934,0.80002,3.11E-02,3.89E+00,,
0.2,0.7,,0.920760334,0.90002,0.0207,2.3044,,,0.920760334,0.90002,0.0207,2.3044,,,,0.920760234,0.90002,2.07E-02,2.30E+00,,
0.2,0.8,,1.02371037,1.00002,0.0237,2.369,,,1.023710668,1.00002,0.0237,2.369,,,,1.023710668,1.00002,2.37E-02,2.37E+00,,
0.2,0.9,,1.114733517,1.10002,0.0147,1.3376,,,1.114733517,1.10002,0.0147,1.3376,,,,1.114733517,1.10002,1.47E-02,1.34E+00,,
0.2,1,,1.227708161,1.20002,0.0277,2.3073,,,1.227708161,1.20002,0.0277,2.3073,,,,1.227708161,1.20002,2.77E-02,2.31E+00,,
0.3,0,,0.358448451,0.30002,0.0584,19.4749,,,0.35635002,0.30002,0.0563,18.7754,,,,0.356084133,0.30002,5.61E-02,1.87E+01,,
0.3,0.1,,0.449148118,0.40002,0.0491,12.2814,,,0.449024787,0.40002,0.049,12.2506,,,,0.449003031,0.40002,4.90E-02,1.22E+01,,
0.3,0.2,,0.5333743,0.50002,0.0334,6.6706,,,0.533387462,0.50002,0.0334,6.6732,,,,0.533389449,0.50002,3.34E-02,6.67E+00,,
0.3,0.3,,0.629273951,0.60002,0.0293,4.8755,,,0.629313091,0.60002,0.0293,4.882,,,,0.629319648,0.60002,2.93E-02,4.88E+00,,
0.3,0.4,,0.735464742,0.70002,0.0354,5.0634,,,0.735462109,0.70002,0.0354,5.063,,,,0.735461563,0.70002,3.54E-02,5.06E+00,,
0.3,0.5,,0.821440071,0.80002,0.0214,2.6774,,,0.821440071,0.80002,0.0214,2.6774,,,,0.821440568,0.80002,2.14E-02,2.68E+00,,
0.3,0.6,,0.920598507,0.90002,0.0206,2.2864,,,0.920598408,0.90002,0.0206,2.2864,,,,0.920598606,0.90002,2.06E-02,2.29E+00,,
0.3,0.7,,1.025402149,1.00002,0.0254,2.5382,,,1.025402149,1.00002,0.0254,2.5382,,,,1.025402149,1.00002,2.54E-02,2.54E+00,,
0.3,0.8,,1.13646994,1.10002,0.0364,3.3136,,,1.13646994,1.10002,0.0364,3.3136,,,,1.13646994,1.10002,3.64E-02,3.31E+00,,
0.3,0.9,,1.24304831,1.20002,0.043,3.5856,,,1.24304831,1.20002,0.043,3.5856,,,,1.24304831,1.20002,4.30E-02,3.59E+00,,
0.3,1,,1.332006554,1.30002,0.032,2.4605,,,1.332006355,1.30002,0.032,2.4605,,,,1.332006355,1.30002,3.20E-02,2.46E+00,,
0.4,0,,0.583793273,0.40002,0.1838,45.941,,,0.560869326,0.40002,0.1608,40.2103,,,,0.557595938,0.40002,1.58E-01,3.94E+01,,
0.4,0.1,,0.563973288,0.50002,0.064,12.7901,,,0.564511567,0.50002,0.0645,12.8978,,,,0.564604253,0.50002,6.46E-02,1.29E+01,,
0.4,0.2,,0.639832666,0.60002,0.0398,6.6352,,,0.639788359,0.60002,0.0398,6.6278,,,,0.639781356,0.60002,3.98E-02,6.63E+00,,
0.4,0.3,,0.748544981,0.70002,0.0485,6.9319,,,0.748436948,0.70002,0.0484,6.9165,,,,0.748420755,0.70002,4.84E-02,6.91E+00,,
0.4,0.4,,0.847086211,0.80002,0.0471,5.8831,,,0.847112834,0.80002,0.0471,5.8865,,,,0.847117802,0.80002,4.71E-02,5.89E+00,,
0.4,0.5,,0.907687545,0.90002,0.0077,0.8519,,,0.907682379,0.90002,0.0077,0.8514,,,,0.907681088,0.90002,7.66E-03,8.51E-01,,
0.4,0.6,,1.025229891,1.00002,0.0252,2.5209,,,1.025223136,1.00002,0.0252,2.5203,,,,1.025221745,1.00002,2.52E-02,2.52E+00,,
0.4,0.7,,1.106546819,1.10002,0.0065,0.5933,,,1.106546422,1.10002,0.0065,0.5933,,,,1.106545925,1.10002,6.53E-03,5.93E-01,,
0.4,0.8,,1.24841998,1.20002,0.0484,4.0333,,,1.24841998,1.20002,0.0484,4.0333,,,,1.24841998,1.20002,4.84E-02,4.03E+00,,
0.4,0.9,,1.370454033,1.30002,0.0704,5.4179,,,1.370440125,1.30002,0.0704,5.4168,,,,1.370437642,1.30002,7.04E-02,5.42E+00,,
0.4,1,,1.41189754,1.40002,0.0119,0.8484,,,1.41189754,1.40002,0.0119,0.8484,,,,1.41189754,1.40002,1.19E-02,8.48E-01,,
0.5,0,,0.477671276,0.50002,0.0223,4.4696,,,0.497551312,0.50002,0.0025,0.4937,,,,0.501610537,0.50002,1.59E-03,3.18E-01,,
0.5,0.1,,0.667302062,0.60002,0.0673,11.2133,,,0.667750984,0.60002,0.0677,11.2881,,,,0.667816351,0.60002,6.78E-02,1.13E+01,,
0.5,0.2,,0.729930152,0.70002,0.0299,4.2728,,,0.729926129,0.70002,0.0299,4.2722,,,,0.729927172,0.70002,2.99E-02,4.27E+00,,
0.5,0.3,,0.846005082,0.80002,0.046,5.748,,,0.845875045,0.80002,0.0459,5.7317,,,,0.845850706,0.80002,4.58E-02,5.73E+00,,
0.5,0.4,,0.94654123,0.90002,0.0465,5.1689,,,0.946507851,0.90002,0.0465,5.1652,,,,0.946501493,0.90002,4.65E-02,5.16E+00,,
0.5,0.5,,1.045688589,1.00002,0.0457,4.5668,,,1.045663357,1.00002,0.0456,4.5642,,,,1.045658986,1.00002,4.56E-02,4.56E+00,,
0.5,0.6,,1.165780028,1.10002,0.0658,5.9781,,,1.165772776,1.10002,0.0658,5.9774,,,,1.165771186,1.10002,6.58E-02,5.98E+00,,
0.5,0.7,,1.242161592,1.20002,0.0421,3.5117,,,1.242161592,1.20002,0.0421,3.5117,,,,1.242161592,1.20002,4.21E-02,3.51E+00,,
0.5,0.8,,1.280882657,1.30002,0.0191,1.4721,,,1.280882657,1.30002,0.0191,1.4721,,,,1.280882657,1.30002,1.91E-02,1.47E+00,,
0.5,0.9,,1.452580591,1.40002,0.0526,3.7543,,,1.452580591,1.40002,0.0526,3.7543,,,,1.452580591,1.40002,5.26E-02,3.75E+00,,
0.5,1,,1.56748414,1.50002,0.0675,4.4975,,,1.56748414,1.50002,0.0675,4.4975,,,,1.56748414,1.50002,6.75E-02,4.50E+00,,
0.6,0,,1.076799432,0.60002,0.4768,79.4606,,,1.080008646,0.60002,0.48,79.9954,,,,1.079314152,0.60002,4.79E-01,7.99E+01,,
0.6,0.1,,0.754967531,0.70002,0.0549,7.8494,,,0.754362742,0.70002,0.0543,7.763,,,,0.754261712,0.70002,5.42E-02,7.75E+00,,
0.6,0.2,,0.848193765,0.80002,0.0482,6.0216,,,0.848058263,0.80002,0.048,6.0046,,,,0.848033726,0.80002,4.80E-02,6.00E+00,,
0.6,0.3,,0.941025217,0.90002,0.041,4.556,,,0.940902034,0.90002,0.0409,4.5423,,,,0.940879683,0.90002,4.09E-02,4.54E+00,,
0.6,0.4,,1.077704827,1.00002,0.0777,7.7683,,,1.077822646,1.00002,0.0778,7.7801,,,,1.077842613,1.00002,7.78E-02,7.78E+00,,
0.6,0.5,,1.135714849,1.10002,0.0357,3.2449,,,1.13567094,1.10002,0.0357,3.2409,,,,1.135663589,1.10002,3.56E-02,3.24E+00,,
0.6,0.6,,1.228491664,1.20002,0.0285,2.3726,,,1.228521367,1.20002,0.0285,2.3751,,,,1.228526831,1.20002,2.85E-02,2.38E+00,,
0.6,0.7,,1.355213424,1.30002,0.0552,4.2456,,,1.355213424,1.30002,0.0552,4.2456,,,,1.355213424,1.30002,5.52E-02,4.25E+00,,
0.6,0.8,,1.489544908,1.40002,0.0895,6.3945,,,1.489544908,1.40002,0.0895,6.3945,,,,1.489544908,1.40002,8.95E-02,6.39E+00,,
0.6,0.9,,1.502574484,1.50002,0.0026,0.1703,,,1.502574484,1.50002,0.0026,0.1703,,,,1.502574484,1.50002,2.55E-03,1.70E-01,,
0.6,1,,1.585855484,1.60002,0.0142,0.8853,,,1.585855186,1.60002,0.0142,0.8853,,,,1.585855087,1.60002,1.42E-02,8.85E-01,,
0.7,0,,0.701028705,0.70002,0.001,0.1441,,,0.864892999,0.70002,0.1649,23.5526,,,,0.887788236,0.70002,1.88E-01,2.68E+01,,
0.7,0.1,,0.915685296,0.80002,0.1157,14.4578,,,0.913218359,0.80002,0.1132,14.1494,,,,0.912811359,0.80002,1.13E-01,1.41E+01,,
0.7,0.2,,0.991075436,0.90002,0.0911,10.117,,,0.991314352,0.90002,0.0913,10.1436,,,,0.991360247,0.90002,9.13E-02,1.01E+01,,
0.7,0.3,,1.05737557,1.00002,0.0574,5.7354,,,1.057412525,1.00002,0.0574,5.7391,,,,1.05742087,1.00002,5.74E-02,5.74E+00,,
0.7,0.4,,1.119456589,1.10002,0.0194,1.7669,,,1.119498809,1.10002,0.0195,1.7708,,,,1.119505862,1.10002,1.95E-02,1.77E+00,,
0.7,0.5,,1.286809742,1.20002,0.0868,7.2324,,,1.286833088,1.20002,0.0868,7.2343,,,,1.286837657,1.20002,8.68E-02,7.23E+00,,
0.7,0.6,,1.309169332,1.30002,0.0091,0.7038,,,1.309371491,1.30002,0.0094,0.7193,,,,1.309407055,1.30002,9.39E-03,7.22E-01,,
0.7,0.7,,1.520214081,1.40002,0.1202,8.5852,,,1.520215074,1.40002,0.1202,8.5852,,,,1.520215174,1.40002,1.20E-01,8.59E+00,,
0.7,0.8,,1.581644416,1.50002,0.0816,5.4416,,,1.581644416,1.50002,0.0816,5.4416,,,,1.581644416,1.50002,8.16E-02,5.44E+00,,
0.7,0.9,,1.719321807,1.60002,0.1193,7.4563,,,1.719321807,1.60002,0.1193,7.4563,,,,1.719321807,1.60002,1.19E-01,7.46E+00,,
0.7,1,,1.921231747,1.70002,0.2212,13.0123,,,1.921231747,1.70002,0.2212,13.0123,,,,1.921231747,1.70002,2.21E-01,1.30E+01,,
0.8,0,,1.294025381,0.80002,0.494,61.7491,,,1.173106333,0.80002,0.3731,46.6346,,,,1.156013012,0.80002,3.56E-01,4.45E+01,,
0.8,0.1,,1.008172234,0.90002,0.1082,12.0166,,,1.006411016,0.90002,0.1064,11.821,,,,1.006127993,0.90002,1.06E-01,1.18E+01,,
0.8,0.2,,1.065162818,1.00002,0.0651,6.5142,,,1.064096689,1.00002,0.0641,6.4075,,,,1.063898106,1.00002,6.39E-02,6.39E+00,,
0.8,0.3,,1.081783871,1.10002,0.0182,1.6578,,,1.081536214,1.10002,0.0185,1.6803,,,,1.081494093,1.10002,1.85E-02,1.68E+00,,
0.8,0.4,,1.3191848,1.20002,0.1192,9.9302,,,1.319069862,1.20002,0.119,9.9207,,,,1.319049398,1.20002,1.19E-01,9.92E+00,,
0.8,0.5,,1.332908471,1.30002,0.0329,2.5298,,,1.333014766,1.30002,0.033,2.538,,,,1.333033144,1.30002,3.30E-02,2.54E+00,,
0.8,0.6,,1.467334032,1.40002,0.0673,4.8081,,,1.467333535,1.40002,0.0673,4.808,,,,1.467333535,1.40002,6.73E-02,4.81E+00,,
0.8,0.7,,1.544339359,1.50002,0.0443,2.9546,,,1.544339359,1.50002,0.0443,2.9546,,,,1.544339359,1.50002,4.43E-02,2.95E+00,,
0.8,0.8,,1.491166353,1.60002,0.1089,6.8033,,,1.491166353,1.60002,0.1089,6.8033,,,,1.491166353,1.60002,1.09E-01,6.80E+00,,
0.8,0.9,,1.521260937,1.70002,0.1788,10.5151,,,1.52126054,1.70002,0.1788,10.5151,,,,1.521259944,1.70002,1.79E-01,1.05E+01,,
0.8,1,,1.883341074,1.80002,0.0833,4.6289,,,1.883341074,1.80002,0.0833,4.6289,,,,1.883341074,1.80002,8.33E-02,4.63E+00,,
0.9,0,,1.728385886,0.90002,0.8284,92.0386,,,1.529153685,0.90002,0.6291,69.9022,,,,1.493259668,0.90002,5.93E-01,6.59E+01,,
0.9,0.1,,1.067644556,1.00002,0.0676,6.7623,,,1.069611013,1.00002,0.0696,6.959,,,,1.069954336,1.00002,6.99E-02,6.99E+00,,
0.9,0.2,,1.059437692,1.10002,0.0406,3.6892,,,1.059564054,1.10002,0.0405,3.6777,,,,1.059593459,1.10002,4.04E-02,3.68E+00,,
0.9,0.3,,1.419736246,1.20002,0.2197,18.3094,,,1.419027448,1.20002,0.219,18.2503,,,,1.418916484,1.20002,2.19E-01,1.82E+01,,
0.9,0.4,,1.249288321,1.30002,0.0507,3.9024,,,1.249255339,1.30002,0.0508,3.9049,,,,1.249250074,1.30002,5.08E-02,3.91E+00,,
0.9,0.5,,1.221151352,1.40002,0.1789,12.7761,,,1.221137842,1.40002,0.1789,12.7771,,,,1.221133967,1.40002,1.79E-01,1.28E+01,,
0.9,0.6,,1.645386815,1.50002,0.1454,9.691,,,1.645386815,1.50002,0.1454,9.691,,,,1.645386815,1.50002,1.45E-01,9.69E+00,,
0.9,0.7,,1.246537467,1.60002,0.3535,22.0924,,,1.246537467,1.60002,0.3535,22.0924,,,,1.246537467,1.60002,3.53E-01,2.21E+01,,
0.9,0.8,,2.48452425,1.70002,0.7845,46.1468,,,2.48452425,1.70002,0.7845,46.1468,,,,2.48452425,1.70002,7.85E-01,4.61E+01,,
0.9,0.9,,1.758624117,1.80002,0.0414,2.2997,,,1.758624117,1.80002,0.0414,2.2997,,,,1.758624117,1.80002,4.14E-02,2.30E+00,,
0.9,1,,1.759468913,1.90002,0.1406,7.3973,,,1.759468913,1.90002,0.1406,7.3973,,,,1.759468913,1.90002,1.41E-01,7.40E+00,,
1,0,,2.255250613,1.00002,1.2552,125.5206,,,2.395127813,1.00002,1.3951,139.508,,,,2.407785654,1.00002,1.41E+00,1.41E+02,,
1,0.1,,1.213291486,1.10002,0.1133,10.2972,,,1.212352117,1.10002,0.1123,10.2118,,,,1.212234795,1.10002,1.12E-01,1.02E+01,,
1,0.2,,1.327462395,1.20002,0.1274,10.62,,,1.327759226,1.20002,0.1277,10.6448,,,,1.327787538,1.20002,1.28E-01,1.06E+01,,
1,0.3,,1.426679591,1.30002,0.1267,9.7429,,,1.426188151,1.30002,0.1262,9.7051,,,,1.426103711,1.30002,1.26E-01,9.70E+00,,
1,0.4,,1.029411256,1.40002,0.3706,26.4717,,,1.029117703,1.40002,0.3709,26.4926,,,,1.029072503,1.40002,3.71E-01,2.65E+01,,
1,0.5,,1.652225256,1.50002,0.1522,10.1469,,,1.652177771,1.50002,0.1522,10.1437,,,,1.652169128,1.50002,1.52E-01,1.01E+01,,
1,0.6,,1.639113526,1.60002,0.0391,2.4433,,,1.639112234,1.60002,0.0391,2.4432,,,,1.639110744,1.60002,3.91E-02,2.44E+00,,
1,0.7,,1.857677897,1.70002,0.1577,9.2739,,,1.857677897,1.70002,0.1577,9.2739,,,,1.857677897,1.70002,1.58E-01,9.27E+00,,
1,0.8,,1.621479392,1.80002,0.1785,9.9188,,,1.621584296,1.80002,0.1784,9.913,,,,1.621602178,1.80002,1.78E-01,9.91E+00,,
1,0.9,,1.89426899,1.90002,0.0058,0.3027,,,1.89426899,1.90002,0.0058,0.3027,,,,1.89426899,1.90002,5.75E-03,3.03E-01,,
1,1,,2.015764117,2.00002,0.0157,0.7872,,,2.015764117,2.00002,0.0157,0.7872,,,,2.015764117,2.00002,1.57E-02,7.87E-01,,
